# Acquisizione Analog Discovery 2
# Timestamp 2025-10-05 17:40:24
# time	ch1	ch2
-3.948000000000000120e-03	-8.010935388389532896e-01	-3.859592873192542462e-02
-3.946999999999999988e-03	-7.679495415491561783e-01	-4.232463019612242583e-02
-3.945999999999999855e-03	-7.274402115282931902e-01	-4.605333166031942704e-02
-3.944999999999999722e-03	-7.311228778938261286e-01	-3.113852580353142219e-02
-3.943999999999999589e-03	-6.942962142384960789e-01	-3.859592873192542462e-02
-3.942999999999999457e-03	-6.906135478729631405e-01	-1.622371994674341733e-02
-3.942000000000000191e-03	-6.501042178520999304e-01	-8.766317018349414902e-03
-3.941000000000000059e-03	-6.537868842176328688e-01	-2.740982433933442097e-02
-3.939999999999999926e-03	-6.501042178520999304e-01	-2.740982433933442097e-02
-3.938999999999999793e-03	-5.911815560035718065e-01	-2.740982433933442097e-02
-3.937999999999999660e-03	-5.801335569069727693e-01	-1.995242141094041854e-02
-3.936999999999999528e-03	-5.764508905414398310e-01	-1.622371994674341733e-02
-3.935999999999999395e-03	-5.543548923482417567e-01	-2.740982433933442097e-02
-3.935000000000000130e-03	-5.359415605205766209e-01	-2.740982433933442097e-02
-3.933999999999999997e-03	-5.248935614239775838e-01	-2.368112287513741976e-02
-3.932999999999999864e-03	-5.064802295963126699e-01	2.419787374241588740e-03
-3.931999999999999731e-03	-4.586055668443834721e-01	2.419787374241588740e-03
-3.930999999999999599e-03	-4.586055668443834721e-01	-5.037615554152413688e-03
-3.929999999999999466e-03	-4.217789031890533669e-01	-1.249501848254641612e-02
-3.929000000000000201e-03	-3.960002386303223543e-01	-1.622371994674341733e-02
-3.928000000000000068e-03	-3.849522395337233172e-01	6.148488838438589954e-03
-3.926999999999999935e-03	-3.702215740715912862e-01	-5.037615554152413688e-03
-3.925999999999999802e-03	-3.518082422439262058e-01	-2.740982433933442097e-02
-3.924999999999999670e-03	-3.112989122230631067e-01	-1.622371994674341733e-02
-3.923999999999999537e-03	-3.076162458575301129e-01	-8.766317018349414902e-03
-3.922999999999999404e-03	-2.744722485677330570e-01	-1.995242141094041854e-02
-3.922000000000000139e-03	-2.707895822022000076e-01	-1.308914089955412474e-03
-3.921000000000000006e-03	-2.450109176434689673e-01	2.479199615942359602e-02
-3.919999999999999873e-03	-2.376455849124029518e-01	6.148488838438589954e-03
-3.918999999999999741e-03	-2.192322530847378992e-01	-1.995242141094041854e-02
-3.917999999999999608e-03	-1.676749239672757630e-01	-1.308914089955412474e-03
-3.916999999999999475e-03	-1.750402566983417785e-01	2.419787374241588740e-03
-3.916000000000000210e-03	-1.382135930430117010e-01	9.877190302635591168e-03
-3.915000000000000077e-03	-1.382135930430117010e-01	6.148488838438589954e-03
-3.913999999999999944e-03	-1.087522621187476252e-01	2.419787374241588740e-03
-3.912999999999999812e-03	-7.929093119448354932e-02	6.148488838438589954e-03
-3.911999999999999679e-03	-6.087759936681851058e-02	2.852069762362059724e-02
-3.910999999999999546e-03	-1.668560298042239681e-02	2.419787374241588740e-03
-3.909999999999999414e-03	-1.668560298042239681e-02	-5.037615554152413688e-03
-3.909000000000000148e-03	-1.668560298042239681e-02	2.419787374241588740e-03
-3.908000000000000015e-03	2.014106067490769453e-02	2.852069762362059724e-02
-3.906999999999999883e-03	3.118905977150672124e-02	6.148488838438589954e-03
-3.905999999999999750e-03	4.591972523363875569e-02	6.148488838438589954e-03
-3.904999999999999617e-03	6.801572342683681605e-02	6.148488838438589954e-03
-3.903999999999999918e-03	1.158903861787659306e-01	1.733459323102959360e-02
-3.902999999999999785e-03	1.232557189098319461e-01	-1.308914089955412474e-03
-3.901999999999999653e-03	1.306210516408979616e-01	2.419787374241588740e-03
-3.900999999999999954e-03	1.674477152962280668e-01	2.106329469522659481e-02
-3.899999999999999821e-03	1.784957143928270762e-01	-1.308914089955412474e-03
